group_id,order,psqi,question,question_cn,question_type,header,header_cn,group_name,group_desc,questionnaire,category,publish,choice_options,group_desc_cn,_id,_createTime,_updateTime
3,3,91,How NOTICEABLE to others do you think your sleep problem is in terms of impairing the quality of your life?,您的失眠问题影响了您的生活质量，您觉得在别人眼中您的失眠情况如何？,oneChoice,,,Sleep Quality,"For these next few questions, consider THE PAST MONTH:",ISI,Sleep Quality+Emotion,true,b22b43f564ba659c009e5a7516414082,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c2401e68e2a,,1693920791871
1,4,13,What is your weight?,您的体重,exactWeight,,,Biometric,,Custom+StopBang,Biometric,true,,,80431f7a64bac13d01180c1b21f763da,,
2,4,14f,To what extent do you think that you sleep too much at night?,您认为自己晚上睡得太多吗？,oneChoice,,,Hypersomnia (HSI),"For these next few questions, consider THE PAST MONTH. To what extent do you think that you:",HSI,Sleep Issue,true,e7b7381564a93c14012b6f567cfb6f5d,"For these next few questions, consider THE PAST MONTH. To what extent do you think that you:",80431f7a64bac13d01180c1e167b3f3e,,1693920523960
3,4,134,"To what extent do you consider your sleep problem to INTERFERE with your daily functioning (e.g. daytime fatigue, mood, ability to function at work/daily chores, concentration, memory, mood, etc.) CURRENTLY?",您认为您的睡眠问题，在多大程度上影响了您的日常功能？（如：疲劳、情绪、工作/处理日常琐事的能力、注意力、记忆力、情绪等）,oneChoice,,,Sleep Quality,"For these next few questions, consider THE PAST MONTH:",ISI,Sleep Quality+Emotion,true,b22b43f564ba659c009e5a764fcd1765,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c250b0e571c,,
5,1,5a,How often have you had trouble sleeping because you weren't able to get to sleep within 30 minutes,您有多少次因为不能在30分钟内入睡而睡眠不好？,oneChoice,During the past month:,在过去的一个月里:,Sleep Disturbance,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",PSQI,Sleep disturbance,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",80431f7a64bac13d01180c2e3c548e8b,,1693923067221
6,3,99,How likely are you to doze off or fall asleep while sitting inactive in a public place?,您在公共场合静坐时，打瞌睡或入睡的可能性有多大？（剧院、会议）,oneChoice,,,Sleepiness (1),"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",ESS,Sleepiness,true,b22b43f564ba659c009e5a7b33b8fb19,"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",80431f7a64bac13d01180c3832fece2c,,1.69e+12
6,5,101,How likely are you to doze off or fall asleep while lying down to rest in the afternoon?,如果环境允许的情况下，您在午后躺下休息时，您打瞌睡或入睡的可能性有多大？,oneChoice,,,Sleepiness (1),"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",ESS,Sleepiness,true,b22b43f564ba659c009e5a7b33b8fb19,"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",80431f7a64bac13d01180c3a1d27d7c5,,1.69e+12
7,3,121,I get tired very quickly,我很快感到疲倦,oneChoice,,,Fatigue (1),"For these next few questions, consider THE PAST MONTH:",FAS,Physical Fatigue,true,b22b43f564ba659c009e5a7d08187c78,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c406df78093,,
7,1,78,"Do you ever have “sleep attacks,” defined as unintended sleep in inappropriate situations?",您有没有觉得，在不恰当的场合里，您受“非预期的入睡”的困扰？,oneChoice,,,Sleepiness (2),,HSI,Sleepiness,true,b22b43f564ba659c009e5a7c20b9e44c,,80431f7a64bac13d01180c3e6b8b70b2,,
9,7,50,How often did you watch a screen 2 hours before sleeping?,您有多频繁的在睡前两小时看电子屏幕？（如：电视、电脑、手机...）,oneChoice,,,Sleep Habits (Hygiene),"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c55595252b0,,1693921818110
5,7,5h,How often have you had trouble sleeping because you had bad dreams?,您有多少次因为做不好的梦而睡眠不好？,oneChoice,,,Sleep Disturbance,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",PSQI,Sleep disturbance,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",80431f7a64bac13d01180c340dd0af33,,1693921014803
8,2,27,Have you had long pauses between breath while alseep (observed by yourself or someone else)?,在您睡觉时，呼吸之间有没有长时间的停顿？（自己或别人的观察）,oneChoice,,,Sleep Apnea,"For these next few questions, consider THE PAST MONTH. How often have you had…",PSQI+StopBang,Apnea,true,b22b43f564ba659c009e5a7f34c31ef0,"For these next few questions, consider THE PAST MONTH. How often have you had…",80431f7a64bac13d01180c4a0f359512,,1693921207883
8,4,31,How often did you wake up with a dry mouth or sore throats?,当您醒来时，您感觉到嘴巴干或喉咙干燥？,oneChoice,,,Sleep Apnea,"For these next few questions, consider THE PAST MONTH. How often have you had…",Custom,Apnea,true,b22b43f564ba659c009e5a7f34c31ef0,"For these next few questions, consider THE PAST MONTH. How often have you had…",80431f7a64bac13d01180c4c087aa2d1,,1693921288090
4,2,135,"On weekends, when have you usually gone to bed at night?",在周末，您晚上通常几点上床睡觉？,exactTime,,,Sleep Data,"For these next few questions, consider THE PAST MONTH:",PSQI,Sleep Data,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c2947a3848c,,1724929534234
4,5,136,"On weekends, when have you usually gotten up in the morning?",在周末的早上，您通常几点起床？,exactTime,,,Sleep Data,"For these next few questions, consider THE PAST MONTH:",PSQI,Sleep Data,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c2c2fc19cff,,
5,3,5c,How often have you had trouble sleeping because you had to get up to use the bathroom?,您有多少次因为晚上起床上洗手间而睡眠不好？,oneChoice,,,Sleep Disturbance,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",PSQI,Sleep disturbance,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",80431f7a64bac13d01180c3066ffd9c7,,1693920917376
7,2,120,I am bothered by fatigue,我对乏力感到烦恼,oneChoice,,,Fatigue (1),"For these next few questions, consider THE PAST MONTH:",FAS,Physical Fatigue+Emotion,true,b22b43f564ba659c009e5a7d08187c78,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c3f76c79278,,
9,5,46,How often did you do physical exercise 4 hours before bedtime?,您有多频繁会在睡前的四个小时内进行身体锻炼？,oneChoice,,,Sleep Habits (Hygiene),"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c5334e18403,,1693921623674
5,6,5f,How often have you had trouble sleeping because you feel too cold or too hot?,您有多少次因为感到太冷或太热而睡眠不好？,oneChoice,,,Sleep Disturbance,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",PSQI,Sleep disturbance,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",80431f7a64bac13d01180c336e0225fd,,1693920989581
6,7,103,How likely are you to doze off or fall asleep while sitting and talking with someone?,当您坐着与别人谈话时，您打瞌睡或入睡的可能性有多大？,oneChoice,,,Sleepiness (1),"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",ESS,Sleepiness,true,b22b43f564ba659c009e5a7b33b8fb19,"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",80431f7a64bac13d01180c3c7c5f8e57,,1.69e+12
6,4,100,How likely are you to doze off or fall asleep while as a passenger in a car for an hour without a break?,您在连续乘车一个小时没有休息时，打瞌睡或入睡的可能性有多大？,oneChoice,,,Sleepiness (1),"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",ESS,Sleepiness,true,b22b43f564ba659c009e5a7b33b8fb19,"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",80431f7a64bac13d01180c393c337500,,1.69e+12
7,4,123,I have enough energy for everyday life,我每天有足够的精力生活,oneChoice,,,Fatigue (2),"For these next few questions, consider THE PAST MONTH:",FAS,Physical Fatigue,true,b22b43f564ba659c009e5a7e1783bcee,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c4717a28255,,
9,10,106,"How often did you allow yourself to have mental activities to occur in bed (e.g. thinking, planning, reminiscing)?",您多频繁的让自己在床上进行一次思想活动？（如：思考、计划、回忆）,oneChoice,,,Sleep Habits (Hygiene),"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c5846397052,,1693921976162
5,2,5b,How often have you had trouble sleeping because you woke up in the middle of the night or early morning?,您有多少次因为在晚上睡眠中醒来或早醒而睡眠不好？,oneChoice,,,Sleep Disturbance,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",PSQI,Sleep disturbance,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",80431f7a64bac13d01180c2f36a0d2ba,,1693920897082
8,1,26,Have you had loud snoring (observed by yourself or someone else)?,您有没有打鼾？（自己或别人的观察）,oneChoice,During the past month:,在过去的一个月里:,Sleep Apnea,"For these next few questions, consider THE PAST MONTH. How often have you had…",PSQI+StopBang,Apnea,true,b22b43f564ba659c009e5a7f34c31ef0,"For these next few questions, consider THE PAST MONTH. How often have you had…",80431f7a64bac13d01180c4957645700,,1693923359574
8,3,28,Have you had leg twitching (observed by yourself or someone else)?,在您睡觉时，您的腿是否有抽动或痉挛的现在？（自己或别人的观察）,oneChoice,,,Sleep Apnea,"For these next few questions, consider THE PAST MONTH. How often have you had…",PSQI,Parasomnia,true,b22b43f564ba659c009e5a7f34c31ef0,"For these next few questions, consider THE PAST MONTH. How often have you had…",80431f7a64bac13d01180c4b7df5b187,,1693921244448
5,8,5i,How often have you had trouble sleeping because you have pain?,您有多少次因为身体疼痛而睡眠不好？,oneChoice,,,Sleep Disturbance,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",PSQI,Sleep disturbance,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",80431f7a64bac13d01180c357e8bbf46,,1693921035840
8,5,8,"How often have you had trouble staying awake while driving, eating meals, or engaging in social activity??",您觉得自己会在开车、吃饭或参加社会活动时，难以保持清醒状态？,oneChoice,,,Disturbance Interference,"For these next few questions, consider THE PAST MONTH:",PSQI+ISI,Interference,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c4d0d7a1d3a,,
9,2,38,How often did you take any medicine to remain awake?,您是否需要经常服药才能保持清醒？,oneChoice,,,Sleep Medication,"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Medication,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c502acec47d,,1693921407860
7,7,131,I have problems to start things,我觉得开始做事时有困难,oneChoice,,,Fatigue (1),"For these next few questions, consider THE PAST MONTH:",FAS,Mental Fatigue+Emotion,true,b22b43f564ba659c009e5a7d08187c78,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c430c5691c6,,
7,9,127,I feel no desire to do anything,我对做任何事都提不起兴致,oneChoice,,,Fatigue (1),"For these next few questions, consider THE PAST MONTH:",FAS,Mental Fatigue+Emotion,true,b22b43f564ba659c009e5a7d08187c78,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c45022a2caa,,
7,10,128,"Mentally, I feel exhausted",我觉得精神不振,oneChoice,,,Fatigue (1),"For these next few questions, consider THE PAST MONTH:",FAS,Mental Fatigue+Emotion,true,b22b43f564ba659c009e5a7d08187c78,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c4660f33a5a,,
8,6,6,How much of a problem has it been for you to keep up enough enthusiasm to get things done??,您认为自己在保持足够的热情来完成某项任务，是有困难的？,oneChoice,,,Disturbance Interference,"For these next few questions, consider THE PAST MONTH:",PSQI+ISI,Interference+Emotion,true,b22b43f564ba659c009e5a8011a7efbb,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c4e79e1463e,,
9,9,52,How often did you take a nap?,您多频繁的打一次盹？,oneChoice,,,Sleep Habits (Hygiene),"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c5713b08187,,1693921925276
2,6,14e,To what extent do you think that you  feel sleepy during the daytime?,您觉得自己白天有多困倦？,oneChoice,,,Hypersomnia (HSI),"For these next few questions, consider THE PAST MONTH. To what extent do you think that you:",HSI,Sleep Issue,true,e7b7381564a93c14012b6f567cfb6f5d,"For these next few questions, consider THE PAST MONTH. To what extent do you think that you:",80431f7a64bac13d01180c2066fdfec0,,1693920559551
7,5,122,I don’t do much during the day,一天内，我做不了许多事情,oneChoice,,,Fatigue (1),"For these next few questions, consider THE PAST MONTH:",FAS,Mental Fatigue,true,b22b43f564ba659c009e5a7d08187c78,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c410963b997,,
9,8,51,"How often did you use stimulant products 6 hours preceding bedtime? (e.g caffeine, theine, sodas...)?",您有多频繁的使用含有兴奋作用的产品，在睡前的6小时内？（如：咖啡因、苏打饮料、部分感冒药...）,oneChoice,,,Sleep Habits (Hygiene),"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c5637042fb5,,1693921876868
2,7,14g,To what extent do you think that you sleep during the daytime?,您在白天睡觉吗？,oneChoice,,,Hypersomnia (HSI),"For these next few questions, consider THE PAST MONTH. To what extent do you think that you:",HSI,Sleep Issue,true,e7b7381564a93c14012b6f567cfb6f5d,"For these next few questions, consider THE PAST MONTH. To what extent do you think that you:",80431f7a64bac13d01180c211f224f59,,1693920583498
3,1,9,How SATISFIED/DISSATISFIED are you with your sleep pattern?,您对自己目前的睡眠模式有多满意或不满意？,oneChoice,During the past month:,在过去的一个月里:,Sleep Quality,"For these next few questions, consider THE PAST MONTH:",PSQI+ISI,Sleep Quality+Emotion,true,e7b7381564a93c14012b6f573737223a,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c2254a99fa3,,1693924000044
3,2,15,How WORRIED/DISTRESSED are you about your sleep problem?,您对目前的睡眠问题的担心或痛苦程度如何？,oneChoice,,,Sleep Quality,"For these next few questions, consider THE PAST MONTH:",ISI,Sleep Quality+Emotion,true,b22b43f564ba659c009e5a745d60f1a5,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c234055fc80,,1693920767681
3,6,83,How long have you had this sleep pattern?,您的这种睡眠情况持续多久了？,oneChoice,,,Sleep Quality,"For these next few questions, consider THE PAST MONTH:",Custom,Chronicity,true,b22b43f564ba659c009e5a7841026a13,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c276d77f4c1,,
4,4,3,"On weekdays, when have you usually gotten up in the morning?",早上，您通常几点起床？,exactTime,,,Sleep Data,"For these next few questions, consider THE PAST MONTH:",PSQI,Sleep Data,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c2b286cb4ac,,
6,1,97,How likely are you to doze off or fall asleep while sitting and reading?,您坐着看书时，打瞌睡或睡着的可能性有多大？,oneChoice,,,Sleepiness (1),"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",ESS,Sleepiness,true,b22b43f564ba659c009e5a7b33b8fb19,"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",80431f7a64bac13d01180c365b547596,,1.69e+12
7,11,129,"When I am doing something, I can concentrate quite well",当我做事时，我可以做到专心致志,oneChoice,,,Fatigue (2),"For these next few questions, consider THE PAST MONTH:",FAS,Physical Fatigue,true,b22b43f564ba659c009e5a7e1783bcee,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c4841ffa927,,
2,5,14d,To what extent do you think that you have difficulty waking up in the morning?,您认为自己早上醒来有多困难？,oneChoice,,,Hypersomnia (HSI),"For these next few questions, consider THE PAST MONTH. To what extent do you think that you:",HSI,Sleep Issue,true,e7b7381564a93c14012b6f567cfb6f5d,"For these next few questions, consider THE PAST MONTH. To what extent do you think that you:",80431f7a64bac13d01180c1f22dd4146,,1693920542896
5,5,5e,How often have you had trouble sleeping because you cough or snore?,您有多少次因为咳嗽或打鼾声而睡眠不好？,oneChoice,,,Sleep Disturbance,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",PSQI,Sleep disturbance,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often have you had trouble sleeping because you…",80431f7a64bac13d01180c325fa129d6,,1693920968498
6,6,102,How likely are you to doze off or fall asleep while sitting quietly after lunch (when you’ve had no alcohol)?,当您在用过午饭后静坐时，您打瞌睡或入睡的可能性有多大？（没有饮酒）,oneChoice,,,Sleepiness (1),"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",ESS,Sleepiness,true,b22b43f564ba659c009e5a7b33b8fb19,"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",80431f7a64bac13d01180c3b225c58c4,,1.69e+12
6,8,104,"How likely are you to doze off or fall asleep while in a car, while stopped in traffic?",当您乘车遇到交通堵塞时，您打瞌睡或入睡的可能性有多大？,oneChoice,,,Sleepiness (1),"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",ESS,Sleepiness,true,b22b43f564ba659c009e5a7b33b8fb19,"How likely are you to doze off or fall asleep in the following situations, in contrast to just feeling tired?",80431f7a64bac13d01180c3d2d474422,,1.69e+12
9,4,105,How often did you take medicine that promotes sleep as a side effect??,您有多频繁的服用一些副作用是促进睡眠的药物？（如：部分抗过敏药物等）,oneChoice,,,Sleep Medication,"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Medication,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c5223a15e04,,1693921488284
9,6,49,"How often did you do any more activity on your bed except sleeping and sex? (e.g. watch TV, play videogames, work/study, eat, read...)",除去睡觉和性行为，您多频繁的在床上进行其他行为活动？（如：看手机、玩游戏、工作、学习、吃东西、看书...）,oneChoice,,,Sleep Habits (Hygiene),"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c541830491b,,1693921712530
9,11,66,How often did you engage with emotionnally intense activities 2 hours before bedtime? (e.g. gaming)?,您多频繁的进行情绪紧张的活动，在睡前的两小时以内？（如：竞技游戏）,oneChoice,,,Sleep Habits (Hygiene),"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c5921df36f2,,1693922041331
4,6,4,How many hours of actual sleep did you get at night? (This may be different than the number of hours you spend in bed.),您每晚实际睡眠的时间有多少？,exactNumber,,,Sleep Data,"For these next few questions, consider THE PAST MONTH:",PSQI,Sleep Data,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c2d0c42210e,,1.69e+12
9,1,7,How often did you take medicine to help you sleep (prescribed or “over the counter”)?,您是否需要经常服药才能入睡？（医生处方或药店购买）,oneChoice,During the past month:,在过去的一个月里:,Sleep Medication,"For these next few questions, consider THE PAST MONTH. How often did you…",PSQI,Medication,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c4f1b9f74c9,,1693923397710
4,1,1,"On weekdays, when have you usually gone to bed at night?",您通常几点上床睡觉？,exactTime,,,Sleep Data,"For these next few questions, consider THE PAST MONTH:",PSQI,Sleep Data,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c28533f44f4,,1.69e+12
4,3,2,How long (in minutes) has it usually take you to fall asleep each night?,在关灯以后，您通常需要多久睡着？,oneChoice,,,Sleep Data,"For these next few questions, consider THE PAST MONTH:",PSQI,Sleep Data,true,b22b43f564ba659c009e5a79396cd206,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c2a76cf945d,,
7,6,130,"Physically, I feel exhausted",我觉得身体上精疲力竭,oneChoice,,,Fatigue (1),"For these next few questions, consider THE PAST MONTH:",FAS,Physical Fatigue,true,b22b43f564ba659c009e5a7d08187c78,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c420f56e53a,,
9,3,40,How often did you use alcohol drinks to help you sleep or to relax before bedtime?,您有多频繁的饮用酒精饮料，使自己入睡或睡前放松？,oneChoice,,,Sleep Medication,"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Medication,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c51271eef50,,1693921451854
10,4,81,Do you feel like your bedroom is cluttered?,您觉得您的卧室杂乱吗？,oneChoice,,,Sleep Environment,"For these next few questions, consider THE PAST MONTH:",Custom,Environment,true,b22b43f564ba659c009e5a841d811613,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c5e68be90ad,,
9,12,41,How often did you expose yourself to natural light in the morning for at least 15 minutes?,您有多频繁的在早上晒至少15分钟的太阳？,oneChoice,,,Synchronizers,"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Synchronizers,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",80431f7a64bac13d01180c5a115334f7,,1693922089725
11,9,112,Parkinson Disease,帕金森病,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6c05bdd2af,,
11,6,109,Gastroesophageal Reflux Disease,胃食管反流性疾病,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6953039e85,,
10,6,59,Is your bedroom bright while you sleep (either at night or in the morning)?,无论是白天或晚上，您入睡时，您的卧室环境明亮吗？,oneChoice,,,Sleep Environment,"For these next few questions, consider THE PAST MONTH:",Custom,Environment,true,b22b43f564ba659c009e5a8241acb2fa,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c607b0107b3,,
12,10,119,"One hears about ""morning"" and ""evening"" types of people. Which one of these types do you consider yourself to be? ",“早晨型”或“晚上型”，您觉得自己更靠近哪种类型？,oneChoice,,,Morningness Eveningness,"For these next few questions, consider THE PAST MONTH:",Reduced Horne,Circadian Rhythm,true,b22b43f564ba659c009e5a8b099c6540,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c793590498a,,
12,1,18,Is your wake time fixed or variable?,您的起床时间是固定的还是不固定的？,oneChoice,,,Circadian Rhythm,"For these next few questions, consider THE PAST MONTH:",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a89375566f7,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c705e8fdb76,,
10,1,25,Do you have a bed partner or room mate?,您有床上伙伴或室友吗？,oneChoice,,,Bed Partner,,PSQI,Apnea,true,b22b43f564ba659c009e5a816e4967ed,,80431f7a64bac13d01180c5b51c0b439,,
11,10,114,"Central Nervous System Disorder (e.g., stroke, head trauma, epilepsy, inflammatory disease of the brain)",中枢神经系统疾病（如：中风、头部创伤、癫痫、脑部炎症性疾病...）,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6d2fbf7719,,
